word,is_passed
prompt,False
promptly,False
pronounce,False
pronunciation,False
proof,False
proper,False
properly,False
property,False
proportion,False
proposal,False
propose,False
prospect,False
protect,False
protection,False
protest,False
proud,True
proudly,False
prove,False
provide,False
provided,False
providing,False
pub,False
public,False
publication,False
publicity,False
publicly,False
publish,False
publishing,False
pull,True
pull apart,False
pull down,False
pull in,True
pull off,False
pull out,False
pull over,True
pull through,False
pull together,True
pull up,False
punch,False
punish,False
punishment,False
pupil,True
purchase,False
pure,False
purely,False
purple,False
purpose,False
pursue,False
push,False
push about,False
push forward,False
put,False
put away,False
put back,False
put down,False
put forward,False
put in,False
put off,False
put on,False
put out,False
put through,False
put together,False
put up,False
put up with,True
qualification,False
qualified,False
qualify,False
quality,False
quantity,False
quarter,False
queen,False
question,False
quick,False
quickly,False
quiet,False
quietly,False
quit,False
quite,False
quote,False
race,False
racing,False
radio,False
rail,False
railroad,False
railway,False
rain,False
raise,False
range,True
rank,False
rapid,False
rapidly,False
rare,False
rarely,False
rate,False
rather,False
raw,False
re-,False
reach,False
react,False
reaction,False
read,False
reader,False
reading,False
read out,True
read over,False
ready,False
real,False
realistic,False
reality,False
realize,False
really,False
rear,False
reason,False
reasonable,False
reasonably,False
recall,True
receipt,False
receive,False
recent,True
recently,False
reception,False
reckon,False
reckon on,False
recognition,True
recognize,False
recommend,False
record,False
recording,False
recover,False
red,False
reduce,False
reduction,False
refer,False
reference,False
refer to,False
reflect,False
reform,False
refrigerator,False
refusal,False
refuse 1,True
regard,False
regarding,False
region,False
regional,False
register,False
regret,True
regular,False
regularly,False
regulation,False
reject,False
relate,False
related,False
relate to,False
relation,False
relationship,False
relative,False
relatively,True
relax,False
relaxed,False
relaxing,False
release,False
relevant,False
relief,True
religion,False
religious,False
rely,False
rely on,True
remain,True
remaining,False
remains,False
remark,False
remarkable,False
remarkably,False
remember,False
remind,False
remind of,False
remote,False
removal,False
remove,False
rent,False
rented,False
repair,False
repeat,True
repeated,False
repeatedly,False
replace,True
reply,False
report,False
represent,False
representative,True
reproduce,False
reputation,False
request,False
require,False
requirement,False
rescue,False
research,False
reservation,False
reserve,False
resident,False
resist,False
resistance,False
resolve,False
resort,False
resort to,False
resource,True
respect,False
respond,False
response,False
responsibility,False
responsible,False
rest,False
restaurant,False
restore,False
restrict,False
restricted,True
restriction,False
result,False
result in,False
retain,False
retire,False
retired,False
retirement,False
return,False
reveal,False
reverse,False
review,False
revise,False
revision,False
revolution,False
reward,False
rhythm,False
rice,False
rich,True
rid,False
ride,False
rider,False
ridiculous,False
riding,False
right,False
rightly,False
ring 1,False
ring 2,False
ring back,False
rise,False
risk,False
rival,False
river,False
road,False
rob,True
rock,True
role,False
roll,False
romantic,False
roof,False
room,False
root,False
rope,False
rough,False
roughly,False
round,False
rounded,False
route,False
routine,False
row 1,False
royal,False
rub,False
rubber,False
rubbish,False
rude,False
rudely,False
ruin,True
ruined,True
rule,False
rule out,False
ruler,False
rumour,False
run,False
run after,False
run away,False
runner,False
running,False
run out,False
run over,True
run through,False
rural,False
rush,False
sack,False
sad,False
sadly,True
sadness,False
safe,False
safely,False
safety,False
sail,False
sailing,False
sailor,False
salad,False
salary,False
sale,False
salt,False
salty,False
same,False
sample,False
sand,False
satisfaction,False
satisfied,False
satisfy,False
satisfying,False
Saturday,False
sauce,True
save,False
saving,False
say,False
scale,False
scare,False
scared,False
scare off,False
scene,False
schedule,False
scheme,True
school,False
science,False
scientific,False
scientist,True
scissors,False
score,False
scratch,False
scream,False
screen,False
screw,False
sea,True
seal,False
seal off,True
search,False
season,False
seat,False
second 1,False
secondary,False
secret,False
secretary,False
secretly,False
section,False
sector,False
secure,False
security,False
see,False
see about,False
seed,False
seek,False
seem,False
see to,False
select,False
selection,False
self,False
self-,False
sell,False
sell off,False
sell out,False
senate,False
senator,False
send,False
send for,False
send off,False
senior,False
sense,False
sensible,False
sensitive,True
sentence,False
separate,True
separated,False
separately,False
separation,False
September,False
series,False
serious,False
seriously,False
servant,False
serve,False
service,False
session,True
set,True
set off,False
set out,False
settle,False
settle down,False
set up,False
seven,False
seventeen,False
seventh,False
seventieth,False
seventy,False
several,False
severe,False
severely,False
sew,False
sewing,False
sex,False
sexual,False
sexually,False
shade,False
shadow,False
shake,True
shall,False
shallow,True
shame,False
shape,False
shaped,True
share,False
sharp,True
sharply,False
shave,False
she,False
sheep,False
sheet,False
shelf,False
shell,False
shelter,False
shift,False
shine,False
shiny,False
ship,False
shirt,False
shock,False
shocked,True
shocking,False
shoe,False
shoot,False
shoot down,True
shooting,False
shop,True
shopping,False
short,False
shortly,False
shot,False
should,False
shoulder,False
shout,False
show,False
shower,False
show off,False
show round,False
show up,False
shut,False
shut down,False
shut in,False
shut out,False
shut up,False
shy,False
sick,False
side,True
sideways,False
sight,False
sign,False
signal,False
signature,False
significant,False
significantly,False
silence,False
silent,True
silk,False
silly,False
silver,True
similar,False
similarly,True
simple,False
simply,False
since,False
sincere,False
sincerely,False
sing,False
singer,False
singing,False
single,False
sink,False
sir,False
sister,False
sit,False
sit down,False
site,False
situation,False
six,True
sixteen,False
sixth,False
sixtieth,False
sixty,False
size,True
skilful,False
skilfully,False
skill,False
skilled,False
skin,False
skirt,False
sky,False
sleep,False
sleeve,False
slice,False
slide,False
slight,False
slightly,True
slip,True
slope,False
slow,False
slowly,False
small,False
smart,False
smash,True
smell,True
smile,False
smoke,False
smoking,False
smooth,False
smoothly,False
snake,False
snow,False
so,False
soap,False
social,False
socially,False
society,False
sock,False
soft,False
softly,False
software,False
soil,False
soldier,False
solid,False
solution,False
solve,False
some,True
somebody,False
somehow,True
someone,False
something,False
sometimes,False
somewhat,False
somewhere,False
son,False
song,False
soon,False
sore,False
sorry,False
sort,False
sort out,True
soul,False
sound,False
soup,False
sour,False
source,False
south,False
southern,False
space,False
spare,False
speak,False
speaker,False
speak out,True
speak up,False
special,True
specialist,False
specially,False
specific,False
specifically,True
speech,False
speed,False
speed up,True
spell,True
spelling,False
spend,False
spice,False
spicy,True
spider,False
spin,False
spirit,False
spiritual,False
spite,True
split,False
split up,False
spoil,False
spoken,True
spoon,False
sport,False
spot,False
spray,False
spread,False
spread out,True
spring,False
square,False
squeeze,False
stable,False
staff,False
stage,False
stair,False
stamp,True
stand,True
standard,False
stand back,False
stand by,True
stand for,False
stand out,False
stand up,False
stand up for,False
star,False
stare,True
start,False
start off,False
start out,True
start up,False
state,False
statement,False
station,True
statue,False
status,False
stay,False
stay away,False
stay out of,False
steadily,False
steady,False
steal,False
steam,False
steel,False
steep,False
steeply,True
steer,True
step,False
stick,False
stick out,False
stick to,True
stick up,False
sticky,True
stiff,False
stiffly,False
still,True
sting,False
stir,False
stock,False
stomach,False
stone,False
stop,False
store,False
storm,False
story,False
stove,False
straight,False
strain,False
strange,True
strangely,False
stranger,False
strategy,False
stream,False
street,False
strength,False
stress,False
stressed,False
stretch,False
strict,False
strictly,False
strike,False
striking,False
string,False
strip,False
stripe,False
striped,False
stroke,False
strong,False
strongly,True
structure,False
struggle,False
student,False
studio,False
study,False
stuff,True
stupid,False
style,False
subject,False
substance,False
substantial,False
substantially,False
substitute,False
succeed,False
success,True
successful,False
successfully,False
such,False
suck,False
sudden,False
suddenly,False
suffer,False
suffering,False
sufficient,False
sufficiently,False
sugar,True
suggest,False
suggestion,False
suit,True
suitable,False
suitcase,False
suited,False
sum,False
summary,False
summer,False
sum up,False
sun,False
Sunday,False
superior,False
supermarket,False
supply,False
support,False
supporter,False
suppose,False
sure,True
surely,True
surface,False
surname,False
surprise,False
surprised,False
surprising,False
surprisingly,False
surround,False
surrounding,False
surroundings,False
survey,False
survive,False
suspect,False
suspicion,False
suspicious,False
swallow,False
swear,False
swearing,False
sweat,False
sweater,False
sweep,False
sweet,False
swell,False
swelling,False
swim,False
swimming,False
swimming pool,False
swing,False
switch,False
switch off,False
swollen,False
symbol,False
sympathetic,True
sympathy,True
system,False
table,False
tablet,False
tackle,False
tail,False
take,False
take away,False
take back,False
take down,False
take in,False
take off,False
take on,True
take over,False
take up,False
talk,True
tall,False
tank,False
tap,False
tape,False
target,False
task,False
taste,False
tax,True
taxi,False
tea,False
teach,False
teacher,False
teaching,False
team,False
tear 1,False
tear 2,False
tear up,False
technical,False
technique,True
technology,False
telephone,False
television,False
tell,False
tell off,False
temperature,False
temporarily,True
temporary,True
ten,False
tend,False
tendency,False
tension,False
tent,True
tenth,False
term,False
terrible,False
terribly,False
test,False
text,False
than,False
thank,False
thanks,True
thank you,False
that,False
the,False
theatre,False
their,False
theirs,False
them,False
theme,False
themselves,False
then,False
theory,False
there,False
therefore,False
they,False
thick,False
thickly,False
thickness,False
thief,False
thin,False
thing,False
think,False
think about,False
thinking,False
think of,False
think of as,False
think over,True
think up,False
third,False
thirsty,False
thirteen,False
thirteenth,False
thirtieth,False
thirty,False
this,False
thorough,False
thoroughly,False
though,False
thought,False
thousand,False
thousandth,False
thread,False
threat,False
threaten,False
threatening,False
three,False
throat,True
through,False
throughout,False
throw,False
throw away,True
throw out,False
thumb,False
Thursday,False
thus,False
ticket,False
tidy,False
tie,False
tie up,False
tight,True
tightly,False
till,False
time,False
timetable,False
tin,False
tiny,True
tip,False
tip over,False
tire,False
tired,True
tire out,False
tiring,False
title,False
to,False
today,False
toe,False
together,False
toilet,False
tomato,False
tomorrow,False
ton,False
tone,False
tongue,False
tonight,False
tonne,False
too,True
tool,False
tooth,False
top,False
topic,False
total,False
totally,False
touch,True
tough,False
tour,False
tourist,False
towards,False
towel,True
tower,False
town,False
toy,False
trace,False
track,True
trade,False
trading,False
tradition,True
traditional,False
traditionally,False
traffic,False
train,False
training,False
transfer,False
transform,False
translate,False
translation,False
transparent,False
transport,False
transportation,False
trap,False
travel,False
traveller,False
treat,False
treatment,False
tree,True
trend,False
trial,False
triangle,False
trick,True
trip,False
tropical,False
trouble,False
trousers,False
truck,False
true,False
truly,False
trust,False
truth,False
try,False
try on,False
try out,False
tube,False
Tuesday,False
tune,True
tunnel,False
turn,False
turn back,False
turn down,False
turn into,False
turn off,True
turn on,False
turn out,False
turn over,False
turn round,False
turn to,False
turn up,False
TV,False
twelfth,False
twelve,False
twentieth,False
twenty,False
twice,False
twin,False
twist,False
twisted,False
two,False
type,False
typical,False
typically,False
tyre,False
the unemployed,False
the unexpected,False
ugly,False
ultimate,False
ultimately,False
umbrella,True
unable,False
unacceptable,False
uncertain,False
uncle,False
uncomfortable,True
unconscious,True
uncontrolled,False
under,False
underground,False
underneath,False
understand,False
understanding,False
underwater,False
underwear,False
undo,False
unemployed,False
unemployment,True
unexpected,False
unexpectedly,False
unfair,False
unfairly,False
unfortunate,False
unfortunately,False
unfriendly,False
unhappy,False
uniform,False
unimportant,True
union,False
unique,False
unit,False
unite,False
united,True
universe,False
university,False
unkind,False
unknown,False
unless,False
unlike,False
unlikely,False
unload,True
unlucky,False
unnecessary,False
unpleasant,False
unreasonable,False
unsteady,False
unsuccessful,False
untidy,False
until,False
unusual,False
unusually,False
unwilling,False
unwillingly,False
up,False
upon,False
upper,False
upset,False
upsetting,False
upside down,False
upstairs,False
upward,False
upwards,False
urban,False
urge,False
urgent,False
us,False
use,True
used 1,False
used 2,False
used to,False
useful,False
useless,False
user,False
use up,False
usual,False
usually,False
vacation,False
valid,False
valley,True
valuable,True
value,False
van,False
variation,False
varied,False
variety,False
various,False
vary,False
vast,False
vegetable,False
vehicle,False
venture,False
version,False
vertical,False
very,False
via,False
victim,False
victory,False
video,False
view,False
village,False
violence,False
violent,False
violently,False
virtually,False
virus,False
visible,False
vision,True
visit,False
visitor,True
vital,False
vocabulary,False
voice,False
volume,True
vote,False
wage,False
waist,False
wait,False
waiter,False
wake,True
walk,False
walking,False
walk out,False
walk up,False
wall,False
wallet,False
wander,False
want,False
war,False
warm,False
warmth,False
warm up,False
warn,False
warning,False
wash,False
wash away,False
washing,False
wash off,False
wash out,False
wash up,False
waste,False
watch,False
watch out,False
watch out for,False
water,False
wave,False
way,False
we,False
weak,True
weakness,False
wealth,False
weapon,False
wear,False
wear away,False
wear off,False
wear out,False
weather,False
web,True
website,True
wedding,False
Wednesday,False
week,False
weekend,False
weekly,False
weigh,False
weight,False
welcome,False
well,False
well known,True
west,False
western,False
wet,False
what,False
whatever,False
wheel,False
when,False
whenever,False
where,False
whereas,False
wherever,False
whether,False
which,False
while,False
whisper,False
whistle,False
white,False
who,False
whoever,False
whole,False
whom,False
whose,False
why,False
wide,False
widely,False
width,False
wife,False
wild,False
wildly,False
will,False
willing,True
willingly,False
willingness,False
win,False
wind 1,False
wind 2,False
window,True
wine,False
wing,False
winner,False
winning,False
winter,False
wire,False
wise,False
wish,True
with,False
withdraw,False
within,False
without,False
witness,True
woman,False
wonder,True
wonderful,False
wood,False
wooden,False
wool,True
word,False
work,True
worker,False
working,False
work out,False
world,False
worried,False
worry,False
worrying,False
worse,True
worship,False
worst,False
worth,False
would,False
wound 1,False
wounded,False
wrap,False
wrapping,False
wrist,False
write,False
write back,False
write down,False
writer,False
writing,False
written,False
wrong,False
wrongly,False
yard,False
yawn,False
yeah,False
year,False
yellow,False
yes,False
yesterday,False
yet,False
you,True
young,True
your,False
yours,True
yourself,False
youth,False
zero,False
zone,False
